t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1709841963.016612, 3.2, 5.414054e-07, 5.738174e-08, 5.416331e-07, 358.3388, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, 0.0, -0.00283195, 0.0
1709841969.510172, -3.2, 6.145212e-07, -1.570137e-08, 6.209018e-07, 5.3346, 0, 0, 0, +8.667936E-06, -3.755928E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841975.9879487, 3.2, 6.876371e-07, -1.570137e-08, 6.93345e-07, 358.5364, 0, 0, 0, +8.667936E-06, -3.755928E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841982.4850779, -3.2, 5.414054e-07, -1.570137e-08, 6.171945e-07, 351.7789, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1709841988.987663, 3.2, 5.414054e-07, -1.570137e-08, 6.209018e-07, 6.05, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, 0.0, -0.00283195, 0.0
1709841995.4724708, -3.2, 4.682896e-07, -8.878449e-08, 5.416331e-07, 358.3388, 0, 0, 0, +8.667936E-06, -3.755928E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709842001.9575748, 3.2, 6.145212e-07, -8.878449e-08, 6.171945e-07, 358.692, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1709842008.4233758, -3.2, 5.414054e-07, -1.570137e-08, 6.147218e-07, 351.7789, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, 0.0, -0.00283195, 0.0
1709842014.914679, 3.2, 6.145212e-07, -8.878449e-08, 6.878162e-07, 358.692, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, 0.0, -0.00283195, 0.0
1709842021.4251106, -3.2, 6.145212e-07, -8.878449e-08, 6.878162e-07, 358.5364, 0, 0, 0, +8.667936E-06, -3.755928E-10, 0.0, 0.0, -0.00283195, 0.0
1709842044.0966785, 3.2, 6.145212e-07, -1.570137e-08, 6.147218e-07, 358.3388, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283195, 0.0
1709842050.5908332, -3.2, 6.876371e-07, -8.878449e-08, 6.878162e-07, 358.692, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283171, 0.0
1709842057.076048, 3.2, 6.145212e-07, 5.738174e-08, 6.147218e-07, 351.7789, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283171, 0.0
1709842063.5458808, -3.2, 6.145212e-07, -1.570137e-08, 5.444378e-07, 350.687, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283171, 90.0
1709842070.0495348, 3.2, 5.414054e-07, -1.570137e-08, 5.416331e-07, 6.05, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283171, 90.0
1709842076.5330071, -3.2, 6.145212e-07, -1.570137e-08, 6.209018e-07, 358.5364, 0, 0, 0, +4.999879E-01, +1.979680E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709842083.0058992, 3.2, 5.414054e-07, -8.878449e-08, 5.416331e-07, 349.2645, 0, 0, 0, +4.999879E-01, +1.979680E-10, 0.0, 0.0, -0.00283171, 90.0
