t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1712256756.3063686, 3.2, 0.0001004646, -1.570137e-07, 0.0001011959, 359.9117, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283195, 0.0
1712256762.7416687, -3.2, 0.0001019269, 5.738174e-07, 0.0001012042, 359.9111, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283171, 45.0
1712256769.2078738, 3.2, 0.0001004646, 5.738174e-07, 0.0001004647, 0.3248846, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1712256775.6592884, -3.2, 0.0001011958, 5.738174e-07, 0.0001011959, 0.3202569, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283195, 0.0
1712256782.104645, 3.2, 0.0001011958, -1.570137e-07, 0.0001011997, 359.9117, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283195, 0.0
1712256788.5533986, -3.2, 0.0001011958, -1.570137e-07, 0.0001011959, 359.4973, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1712256794.988817, 3.2, 0.0001004646, 5.738174e-07, 0.0001011974, 0.3225541, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283195, 0.0
1712256801.4442105, -3.2, 0.0001019269, -1.570137e-07, 0.0001019308, 359.9117, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283195, 0.0
1712256807.8968446, 3.2, 0.0001019269, 5.738174e-07, 0.0001019308, 0.3248846, 0, 0, 0, +3.202699E-05, -1.424079E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1712256814.3418477, -3.2, 0.0001011958, -1.570137e-07, 0.0001019271, 0.3202569, 0, 0, 0, +3.202699E-05, -1.424079E-10, 0.0, 0.0, -0.00283171, 0.0
1712256836.934056, 3.2, 0.0001026581, -8.878449e-07, 0.0001011997, 359.9111, 0, 0, 0, +5.000089E-01, +1.565957E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1712256843.4056623, -3.2, 0.0001033893, -1.570137e-07, 0.0001026619, 359.9124, 0, 0, 0, +5.000089E-01, +1.565957E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
